USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root        1068  0.0  0.1 398300 21460 ?        Ss   Apr19   0:00 /usr/bin/abrt-dump-journal-core -D -T -f -e
root        1069  0.0  0.1 398348 24112 ?        Ss   Apr19   0:00 /usr/bin/abrt-dump-journal-oops -fxtD
root        1070  0.0  0.1 397452 18372 ?        Ss   Apr19   0:00 /usr/bin/abrt-dump-journal-xorg -fxtD
root        1124  0.0  0.1 559204 23188 ?        Ssl  Apr19   0:02 /usr/bin/NetworkManager --no-daemon
root        1164  0.0  0.0  16624 11488 ?        Ss   Apr19   0:00 /usr/sbin/wpa_supplicant -c /etc/wpa_supplicant/wpa_supplicant.conf -u -s
root        1182  0.0  0.0 252400 11700 ?        Ss   Apr19   0:00 /usr/bin/cupsd -l
root        1183  0.0  0.0 282356  8392 ?        Ssl  Apr19   0:00 /usr/bin/gssproxy -i
root        1185  0.0  0.2 499740 36296 ?        Ssl  Apr19   0:01 /usr/bin/python3 -Es /usr/sbin/tuned -l -P
root        1537  0.0  0.2 498252 34360 ?        Ssl  Apr19   0:00 /usr/bin/python3 -Es /usr/sbin/tuned-ppd -l
root        1590  0.0  0.0 294748 15120 ?        Ssl  Apr19   0:00 /usr/sbin/rsyslogd -n
root        1594  0.0  0.0   5112  3288 ?        Ss   Apr19   0:00 /usr/sbin/atd -f
root        1595  0.0  0.0 232568  4048 ?        Ss   Apr19   0:00 /usr/sbin/crond -n
root        1604  0.0  0.1 384400 27028 ?        Ssl  Apr19   0:00 /usr/bin/sddm
root        1864  0.0  0.1 308344 25480 ?        S    Apr19   0:00  \_ /usr/libexec/sddm-helper --socket /tmp/sddm-auth-5ca2466e-4aae-4239-8898-749213b38b05 --id 1 --start /usr/libexec/plasma-dbus-run-session-if-needed /usr/bin/startplasma-wayland --user nickson
nickson     1918  0.0  0.3 523608 48368 tty2     Ssl+ Apr19   0:00      \_ /usr/bin/startplasma-wayland
root        1624  0.0  0.0 306140  7328 ?        Ssl  Apr19   0:00 /usr/libexec/uresourced
nickson     1871  0.0  0.0  24340 15788 ?        Ss   Apr19   0:00 /usr/lib/systemd/systemd --user
nickson     1874  0.0  0.0  16980  3368 ?        S    Apr19   0:00  \_ (sd-pam)
nickson     1913  0.0  0.0   8960  4608 ?        Ss   Apr19   0:00  \_ /usr/bin/dbus-broker-launch --scope user
nickson     1914  0.0  0.0   8340  6472 ?        S    Apr19   0:01  |   \_ dbus-broker --log 11 --controller 10 --machine-id 00b569430e474a3cb5388dd442e10870 --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
nickson     2181  0.0  0.1 382744 20528 ?        Ssl  Apr19   0:00  \_ /usr/bin/kwin_wayland_wrapper --xwayland
nickson     2197  0.6  1.9 3149524 317336 ?      SLl  Apr19   5:54  |   \_ /usr/bin/kwin_wayland --wayland-fd 7 --socket wayland-0 --xwayland-fd 8 --xwayland-fd 9 --xwayland-display :0 --xwayland-xauthority /run/user/1000/xauth_Yxbakp --xwayland
nickson     2313  0.0  0.4 348020 72300 ?        Sl   Apr19   0:00  |       \_ /usr/bin/Xwayland :0 -auth /run/user/1000/xauth_Yxbakp -listenfd 8 -listenfd 9 -displayfd 101 -wm 103 -rootless -enable-ei-portal
nickson    13327  0.0  0.8 1531884 128648 ?      Sl   Apr19   0:00  |       \_ /usr/bin/maliit-keyboard
nickson     2182  0.0  0.0 381500  9884 ?        Ssl  Apr19   0:00  \_ /usr/libexec/uresourced --user
nickson     2187  0.0  0.1 336236 17764 ?        Ssl  Apr19   0:00  \_ /usr/bin/pipewire
nickson     2189  0.0  0.1 939824 29128 ?        Ssl  Apr19   0:01  \_ /usr/bin/wireplumber
nickson     2193  0.0  0.1 411324 18716 ?        Ssl  Apr19   0:00  \_ /usr/bin/pipewire-pulse
nickson     2196  0.0  0.1 268900748 27296 ?     SNsl Apr19   0:00  \_ /usr/libexec/kf6/baloo_file
nickson     2220  0.0  0.1 1321716 18096 ?       Ssl  Apr19   0:00  \_ /usr/libexec/xdg-desktop-portal
nickson     2226  0.0  0.0 530816  6544 ?        Ssl  Apr19   0:00  \_ /usr/libexec/xdg-permission-store
nickson     2234  0.0  0.0 764184  7748 ?        Ssl  Apr19   0:00  \_ /usr/libexec/xdg-document-portal
root        2243  0.0  0.0   2588  1916 ?        Ss   Apr19   0:00  |   \_ fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
nickson     2362  0.0  0.0 380652  7792 ?        Ssl  Apr19   0:00  \_ /usr/libexec/at-spi-bus-launcher
nickson     2375  0.0  0.0   8960  4180 ?        S    Apr19   0:00  |   \_ /usr/bin/dbus-broker-launch --config-file=/usr/share/defaults/at-spi2/accessibility.conf --scope user
nickson     2377  0.0  0.0   5080  3140 ?        S    Apr19   0:00  |       \_ dbus-broker --log 10 --controller 9 --machine-id 00b569430e474a3cb5388dd442e10870 --max-bytes 100000000000000 --max-fds 6400000 --max-matches 5000000000
nickson     2383  0.0  0.5 830292 92160 ?        Ssl  Apr19   0:00  \_ /usr/bin/ksmserver
nickson     2387  0.0  0.9 2012724 145784 ?      Ssl  Apr19   0:02  \_ /usr/bin/kded6
nickson     2448  0.0  0.0 163932  6176 ?        Ssl  Apr19   0:00  \_ /usr/libexec/dconf-service
nickson     2453  0.0  3.2 6389552 522656 ?      SLsl Apr19   0:22  \_ /usr/bin/plasmashell --no-respawn
nickson     2457  0.0  0.0 168400  7636 ?        Ssl  Apr19   0:00  \_ /usr/libexec/at-spi2-registryd --use-gnome-session
nickson     2468  0.0  0.2 874740 46512 ?        Ssl  Apr19   0:00  \_ /usr/libexec/kactivitymanagerd
nickson     2502  0.0  0.1 459716 27340 ?        Ssl  Apr19   0:00  \_ /usr/bin/gmenudbusmenuproxy
nickson     2503  0.0  0.5 830468 92608 ?        Ssl  Apr19   0:00  \_ /usr/bin/kaccess
nickson     2509  0.0  0.9 1664880 157528 ?      Ssl  Apr19   0:00  \_ /usr/libexec/kf6/polkit-kde-authentication-agent-1
nickson     2510  0.0  0.3 906656 59960 ?        Ssl  Apr19   0:05  \_ /usr/libexec/org_kde_powerdevil
nickson     2511  0.0  0.8 1915524 135416 ?      Ssl  Apr19   0:04  \_ /usr/libexec/xdg-desktop-portal-kde
nickson     2513  0.0  0.1 459132 26596 ?        Ssl  Apr19   0:00  \_ /usr/bin/xembedsniproxy
nickson     2514  0.0  0.0   8664  5440 ?        Ss   Apr19   0:00  \_ /usr/bin/ssh-agent -D
nickson     2515  0.0  0.0  47672  8552 ?        Ss   Apr19   0:00  \_ /usr/libexec/bluetooth/obexd
nickson     2541  0.0  0.0   7844  4676 ?        S    Apr19   0:00  \_ /usr/bin/xsettingsd
nickson     2709  0.0  0.1 513828 23144 ?        Ssl  Apr19   0:00  \_ /usr/bin/abrt-applet --gapplication-service
nickson     2717  0.0  0.6 927176 102244 ?       Ssl  Apr19   0:00  \_ /usr/bin/kdeconnectd
nickson     2724  0.0  0.6 1281012 104788 ?      Ssl  Apr19   0:00  \_ /usr/bin/xwaylandvideobridge
nickson     2726  0.0  0.3 750920 54920 ?        Ssl  Apr19   0:00  \_ /usr/bin/python3 -Es /usr/bin/seapplet
nickson     2734  0.0  0.1 396788 28180 ?        Ssl  Apr19   0:00  \_ /usr/bin/kunifiedpush-distributor
nickson     2743  0.0  0.1 714652 25380 ?        Ssl  Apr19   0:00  \_ /usr/libexec/xdg-desktop-portal-gtk
nickson     2747  0.0  0.0 541768  9428 ?        Ssl  Apr19   0:00  \_ /usr/libexec/geoclue-2.0/demos/agent
nickson     2751  0.0  2.1 1417088 341412 ?      Ssl  Apr19   0:01  \_ /usr/libexec/DiscoverNotifier --check-delay 20
nickson     2752  0.0  0.9 1421316 152176 ?      Ssl  Apr19   0:00  \_ /usr/bin/kalendarac
nickson     2896  0.0  0.5 1053116 93044 ?       Sl   Apr19   0:00  \_ /usr/bin/akonadi_control
nickson     2921  0.0  0.3 2650132 49372 ?       Sl   Apr19   0:00  |   \_ /usr/bin/akonadiserver
nickson     2932  0.0  0.4 2630120 72336 ?       Sl   Apr19   0:00  |   |   \_ /usr/libexec/mysqld --defaults-file=/home/nickson/.local/share/akonadi/mysql.conf --datadir=/home/nickson/.local/share/akonadi/db_data/ --socket=/run/user/1000/akonadi/mysql.socket --pid-file=/run/user/1000/akonadi/mysql.pid
nickson     2966  0.0  0.9 1425676 153000 ?      Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_archivemail_agent --identifier akonadi_archivemail_agent
nickson     2967  0.0  0.2 495476 36020 ?        Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_birthdays_resource --identifier akonadi_birthdays_resource
nickson     2968  0.0  0.2 493804 35256 ?        Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_contacts_resource --identifier akonadi_contacts_resource_0
nickson     2969  0.0  0.6 995884 97620 ?        Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_followupreminder_agent --identifier akonadi_followupreminder_agent
nickson     2970  0.0  0.2 495916 38740 ?        Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_ical_resource --identifier akonadi_ical_resource_0
nickson     2971  0.0  0.2 516620 45280 ?        SNl  Apr19   0:00  |   \_ /usr/bin/akonadi_indexing_agent --identifier akonadi_indexing_agent
nickson     2972  0.0  0.2 509628 41976 ?        Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_maildir_resource --identifier akonadi_maildir_resource_0
nickson     2973  0.0  0.6 994796 97440 ?        Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_maildispatcher_agent --identifier akonadi_maildispatcher_agent
nickson     2974  0.0  0.9 1425796 153148 ?      Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_mailfilter_agent --identifier akonadi_mailfilter_agent
nickson     2975  0.0  0.6 1007116 104636 ?      Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_mailmerge_agent --identifier akonadi_mailmerge_agent
nickson     2976  0.0  0.6 995700 97008 ?        Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_migration_agent --identifier akonadi_migration_agent
nickson     2977  0.0  0.6 943760 105316 ?       Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_newmailnotifier_agent --identifier akonadi_newmailnotifier_agent
nickson     2978  0.0  0.9 1356684 150292 ?      Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_sendlater_agent --identifier akonadi_sendlater_agent
nickson     2979  0.0  0.9 1360236 151132 ?      Sl   Apr19   0:00  |   \_ /usr/bin/akonadi_unifiedmailbox_agent --identifier akonadi_unifiedmailbox_agent
nickson     2993  0.0  0.0 404320 10676 ?        Ssl  Apr19   0:00  \_ /usr/libexec/imsettings-daemon
nickson     4080  0.0  0.5 269356412 92444 ?     Ssl  Apr19   0:00  \_ /usr/libexec/baloorunner
nickson     4105  0.0  0.0 232024  3900 ?        Ss   Apr19   0:00  \_ /bin/bash /usr/bin/brave-browser-stable
nickson     4109  0.0  0.0 230624  2032 ?        S    Apr19   0:00  |   \_ cat
nickson     4110  0.0  0.0 230624  2036 ?        S    Apr19   0:00  |   \_ cat
nickson     4111  0.6  3.1 51773948 500128 ?     Sl   Apr19   5:42  |   \_ /opt/brave.com/brave/brave
nickson     4121  0.0  0.4 51199984 76136 ?      S    Apr19   0:00  |       \_ /opt/brave.com/brave/brave --type=zygote --no-zygote-sandbox --crashpad-handler-pid=4113 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
nickson     4169  0.1  1.8 51694624 290048 ?     Sl   Apr19   1:12  |       |   \_ /opt/brave.com/brave/brave --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4113 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,15280245577487430138,6008252648667874478,262144 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190708988185955192
nickson     4122  0.0  0.4 51199968 76860 ?      S    Apr19   0:00  |       \_ /opt/brave.com/brave/brave --type=zygote --crashpad-handler-pid=4113 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
nickson     4124  0.0  0.1 51199996 20720 ?      S    Apr19   0:00  |       |   \_ /opt/brave.com/brave/brave --type=zygote --crashpad-handler-pid=4113 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
nickson     4219  0.0  0.4 51269236 67156 ?      Sl   Apr19   0:00  |       |       \_ /opt/brave.com/brave/brave --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4113 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12695530118208556217,5275628428551284637,524288 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190708990060038890
nickson     4236  0.0  1.3 1460321732 215688 ?   Sl   Apr19   0:04  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=67199820 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1311453330825925020,295085528403421562,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190708991934122588
nickson     4938  0.0  2.0 1460286828 322572 ?   Sl   Apr19   0:11  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=36 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=135212584 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18228325454928261569,11428666258223402629,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709020045378058
nickson     5054  0.0  1.8 1460294808 289020 ?   Sl   Apr19   0:10  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=48 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=181942080 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2882611461497797279,7933193378394359099,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709031289880246
nickson     5082  0.0  0.7 1460270008 125436 ?   Sl   Apr19   0:00  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=51 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=184189149 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17054257100154904540,3693911290589062795,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709034101005793
nickson     5104  0.0  1.0 1460285840 170120 ?   Sl   Apr19   0:05  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=52 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=184919954 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3066569542379777916,16981031213247623703,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709035038047642
nickson     5128  0.0  1.9 1460291152 318100 ?   Sl   Apr19   0:13  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=54 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=185800981 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10619191296121683899,11210892658359041993,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709036912131340
nickson     5244  0.1  1.9 1460298556 313084 ?   Sl   Apr19   1:22  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=62 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=241473195 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12289247218841353706,1237784295462125904,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709044408466132
nickson     5269  0.0  1.3 1460313264 219572 ?   Sl   Apr19   0:05  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=63 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=247804798 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5108994274011013452,10373375642731397656,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709045345507981
nickson     8219  1.4  5.2 1468264912 837240 ?   Sl   Apr19  10:15  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=78 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=2563677104 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9198489918647041774,16505372550577027132,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709059401135716
nickson    11422  0.0  1.6 1460350644 268488 ?   Sl   Apr19   0:26  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=103 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=6187677093 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,167593335105192762,4327651219123949012,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709082827181941
nickson    11682  0.0  0.9 1460270600 146652 ?   Sl   Apr19   0:00  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=116 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=6280025248 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14773586761223565275,12576593416368300074,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709095008725978
nickson    11691  0.0  0.8 1460275440 133704 ?   Sl   Apr19   0:00  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=6280050439 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,124671857545256625,8647934653293411729,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709095945767827
nickson    13529  0.0  0.9 1462243828 153504 ?   Sl   Apr19   0:00  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=129 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=7980002475 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14787970418012467123,6242184634522650622,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709107190270015
nickson    13946  4.2  2.2 1460338852 355216 ?   Sl   10:05   0:21  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=138 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=8473850814 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3116262366301625642,16663799638226337089,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709115623646656
