USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
nickson    13991  0.2  1.1 1460273496 178568 ?   Sl   10:05   0:01  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=140 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=8484453314 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7065541950616179778,6283344823488598088,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709117497730354
nickson    14011  0.2  0.9 1460290852 157928 ?   Sl   10:06   0:01  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=142 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=8536854859 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17074878140125702175,14293636902003032601,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709119371814052
nickson    14021  0.3  1.0 1460290568 171200 ?   Sl   10:06   0:01  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=143 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=8546941912 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18127831203326020867,3071192438224837294,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709120308855901
nickson    14047  0.0  0.9 1460271300 148468 ?   Sl   10:07   0:00  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --extension-process --init-isolate-as-foreground --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=144 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=8574157195 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8296975801970887543,13552955607893452374,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709121245897750
nickson    14060  0.1  1.0 1462220664 170500 ?   Sl   10:07   0:00  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --pdf-renderer --ozone-platform=wayland --lang=en-US --js-flags=--jitless --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=145 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=8574247914 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17052159125523388523,1721136493425447211,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709122182939599
nickson    14101  0.0  0.8 1460223752 128512 ?   Sl   10:08   0:00  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=146 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=8628803823 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2502817240021670482,6951454557096514858,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709123119981448
nickson    14135  4.3  1.7 1460298812 277344 ?   Sl   10:08   0:14  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=148 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=8651745505 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6279681822883243527,7143140310525845209,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709124994065146
nickson    14688  4.1  1.2 1460306308 198848 ?   Sl   10:12   0:03  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=158 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=8903342313 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2602597267402378936,8719815536061964808,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709134364483636
nickson    14747  0.0  0.7 1460245488 123256 ?   Sl   10:13   0:00  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=159 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=8912827686 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3725177128494349094,10396998260232679314,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709135301525485
nickson    14776  0.0  0.4 1460162684 79720 ?    Sl   10:13   0:00  |       |       \_ /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4113 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=160 --time-ticks-at-unix-epoch=-1776609337825109 --launch-time-ticks=8915023674 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2217431908723689074,7497977146034461933,2097152 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709136238567334
nickson     4171  0.0  0.9 51095772 145696 ?     Sl   Apr19   0:30  |       \_ /opt/brave.com/brave/brave --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4113 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14793701551480756537,18296785753235185827,524288 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190708989122997041
nickson     4625  0.0  0.6 51082300 102132 ?     Sl   Apr19   0:00  |       \_ /opt/brave.com/brave/brave --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4113 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,331298630306481573,8304475074960884408,524288 --field-trial-handle=3,i,3958187259441093502,9993362795654037024,262144 --disable-features=EyeDropper --variations-seed-version=main@f8e33f076d1cfb35494da2da32ae65df3b5dc18e --pseudonymization-salt-handle=7,i,2657668306578491839,2506813987306480994,4 --trace-process-track-uuid=3190709009737917719
nickson     4113  0.0  0.0 50353764 3912 ?       Sl   Apr19   0:00  \_ /opt/brave.com/brave/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/nickson/.config/BraveSoftware/Brave-Browser/Crash Reports --url=https://cr.brave.com --annotation=lsb-release=Fedora Linux 43 (KDE Plasma Desktop Edition) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=146.1.88.138 --initial-client-fd=5 --shared-client-connection
nickson     4115  0.0  0.0 50345552 3656 ?       Sl   Apr19   0:00  \_ /opt/brave.com/brave/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/nickson/.config/BraveSoftware/Brave-Browser/Crash Reports --url=https://cr.brave.com --annotation=lsb-release=Fedora Linux 43 (KDE Plasma Desktop Edition) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=146.1.88.138 --initial-client-fd=4 --shared-client-connection
nickson     4173  0.0  0.6 1060284 96904 ?       SLsl Apr19   0:00  \_ /usr/bin/kwalletd6
nickson     5694  0.2  1.9 1461897160 318940 ?   Ssl  Apr19   2:05  \_ /usr/share/antigravity/antigravity
nickson     5697  0.0  0.3 51096756 57852 ?      S    Apr19   0:00  |   \_ /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
nickson     5736  0.5  1.2 51509648 199708 ?     Sl   Apr19   3:52  |   |   \_ /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
nickson     5698  0.0  0.3 51096744 57740 ?      S    Apr19   0:00  |   \_ /usr/share/antigravity/antigravity --type=zygote
nickson     5700  0.0  0.0 51096768 14536 ?      S    Apr19   0:00  |   |   \_ /usr/share/antigravity/antigravity --type=zygote
nickson     5795  0.0  1.6 1477020944 268768 ?   Sl   Apr19   0:42  |   |       \_ /usr/share/antigravity/antigravity --type=zygote
nickson     5813  0.0  1.1 1476934848 177320 ?   Sl   Apr19   0:02  |   |       \_ /usr/share/antigravity/antigravity --type=zygote
nickson     6569  0.8  3.5 1476998296 576536 ?   Rl   Apr19   6:40  |   |       \_ /usr/share/antigravity/antigravity --type=zygote
nickson     6700  0.1  2.1 1478751196 350632 ?   Sl   Apr19   0:48  |   |       \_ /usr/share/antigravity/antigravity --type=zygote
nickson     5745  0.0  0.5 34151352 91096 ?      Sl   Apr19   0:21  |   \_ /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --enable-crash-reporter=9597b2d3-f7e5-45c4-9bd7-aec9585710a2,no_channel --user-data-dir=/home/nickson/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14720725700649545773,17121303497733222846,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
nickson     5870  0.1  1.1 1461568192 181108 ?   Sl   Apr19   0:46  |   \_ /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --enable-crash-reporter=9597b2d3-f7e5-45c4-9bd7-aec9585710a2,no_channel --user-data-dir=/home/nickson/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14720725700649545773,17121303497733222846,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
nickson     5871  0.0  0.7 1461603800 115068 ?   Sl   Apr19   0:02  |   \_ /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --enable-crash-reporter=9597b2d3-f7e5-45c4-9bd7-aec9585710a2,no_channel --user-data-dir=/home/nickson/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14720725700649545773,17121303497733222846,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
nickson     5880  0.0  1.5 1461590008 249976 ?   Sl   Apr19   0:30  |   \_ /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --enable-crash-reporter=9597b2d3-f7e5-45c4-9bd7-aec9585710a2,no_channel --user-data-dir=/home/nickson/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14720725700649545773,17121303497733222846,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
nickson     6535  0.0  0.9 3679884 147688 ?      Sl   Apr19   0:08  |   |   \_ /usr/share/antigravity/resources/app/extensions/antigravity/bin/language_server_linux_x64 --enable_lsp --csrf_token cbf317de-c960-4e63-a2ea-ae302ea302a1 --extension_server_port 44407 --extension_server_csrf_token ea71e5e1-5d36-4a76-8f4c-e5b10f44cd9e --https_server_port 34327 --lsp_port 43389 --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --app_data_dir antigravity --parent_pipe_path /tmp/server_f4b7d8f841ef42a4
nickson     5934  0.0  0.8 1461718720 134280 ?   Sl   Apr19   0:19  |   \_ /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --enable-crash-reporter=9597b2d3-f7e5-45c4-9bd7-aec9585710a2,no_channel --user-data-dir=/home/nickson/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14720725700649545773,17121303497733222846,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135
nickson     5953  0.0  0.0 233456  5856 pts/1    Ss+  Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson     6958  0.0  0.0 233456  5804 pts/2    Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson     7248  0.0  0.0 233456  3796 pts/2    S+   Apr19   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson     7249  0.0  0.0 605068  7008 pts/2    Sl+  Apr19   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found npx -y create-vite@latest --help
nickson     7339  0.0  0.0 233456  5604 pts/3    Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson     7572  0.0  0.0 233456  3804 pts/3    S+   Apr19   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson     7573  0.0  0.0 605068  6928 pts/3    Sl+  Apr19   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found npx -y create-vite@latest auto-express --template react
nickson     7614  0.0  0.0 233452  5740 pts/4    Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson     7911  0.0  0.0 233452  3752 pts/4    S+   Apr19   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson     7912  0.0  0.0 605068  7004 pts/4    Sl+  Apr19   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found npm install --no-audit --no-fund
nickson     7951  0.0  0.0 233456  5744 pts/5    Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson     8072  0.0  0.0 233456  3756 pts/5    S+   Apr19   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson     8073  0.0  0.0 605068  6904 pts/5    Sl+  Apr19   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found node -v
nickson     8931  0.0  0.0 233456  5816 pts/6    Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson     9678 10.8  0.1 255920 27460 pts/6    R+   Apr19  75:47  |   |   |   \_ grep --color=auto -r Migration Block 001 /
nickson     9679  0.0  0.0 230372  2316 pts/6    S+   Apr19   0:00  |   |   |   \_ head -n 5
nickson     9718  0.0  0.0 233456  5816 pts/7    Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    10062  0.0  0.0 233456  3768 pts/7    S+   Apr19   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    10063  0.0  0.0 605068  6992 pts/7    Sl+  Apr19   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found npx create-next-app@latest --help
nickson    10107  0.0  0.0 233456  5908 pts/8    Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    10791  0.0  0.0 233456  3756 pts/8    S+   Apr19   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    10792  0.0  0.0 605068  6840 pts/8    Sl+  Apr19   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found npx create-next-app --version
nickson    10229  0.0  0.0 233456  5872 pts/9    Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    10333  0.0  0.0 233456  3848 pts/9    S+   Apr19   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    10334  0.0  0.0 605068  6976 pts/9    Sl+  Apr19   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found npm run dev -- --port 5173 --host 0.0.0.0
nickson    10356  0.0  0.0 233456  5608 pts/10   Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    10885  0.0  0.0 233456  3808 pts/10   S+   Apr19   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    10886  0.0  0.0 605068  6968 pts/10   Sl+  Apr19   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found npm install
nickson    10930  0.0  0.0 233456  5804 pts/11   Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    11191  0.0  0.0 233456  3856 pts/11   S+   Apr19   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    11192  0.0  0.0 605068  7052 pts/11   Sl+  Apr19   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found npm install framer-motion lucide-react @supabase/supabase-js
nickson    11829  0.0  0.0 233456  5600 pts/12   Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    12118  0.0  0.0 233456  3816 pts/12   S+   Apr19   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    12119  0.0  0.0 605068  6968 pts/12   Sl+  Apr19   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found npm install
nickson    12298  0.0  0.0 233456  5872 pts/13   Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    12445  0.0  0.0 233456  3784 pts/13   S+   Apr19   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    12446  0.0  0.0 605068  6960 pts/13   Sl+  Apr19   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found npm install
nickson    12946  0.0  0.0 233456  5904 pts/16   Ss   Apr19   0:00  |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    14325  0.0  0.0 233456  3828 pts/16   S+   10:10   0:00  |   |   |   \_ /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
nickson    14326  0.0  0.0 605068  6924 pts/16   Sl+  10:10   0:00  |   |   |       \_ /usr/libexec/pk-command-not-found npm ping
